,ID,Timestamp,Age,Primary streaming service,Primary streaming service Indicator,Hours per day,While working,While working Indicator,Instrumentalist,Instrumentalist Indicator,Composer,Composer Indicator,Fav genre,Fav genre Indicator,Exploratory,Exploratory Indicator,Foreign languages,Foreign languages Indicator,BPM,Frequency [Classical],Classical F Indicator,Frequency [Country],Country F Indicator,Frequency [EDM],EDM F Indicator,Frequency [Folk],Folk F Indicator,Frequency [Gospel],Gospel F Indicator,Frequency [Hip hop],Hip hop F Indicator,Frequency [Jazz],Jazz F Indicator,Frequency [K pop],K pop F Indicator,Frequency [Latin],Latin F Indicator,Frequency [Lofi],Lofi F Indicator,Frequency [Metal],Metal F Indicator,Frequency [Pop],Pop F Indicator,Frequency [R&B],R&B F Indicator,Frequency [Rap],Rap F Indicator,Frequency [Rock],Rock F Indicator,Frequency [Video game music],Video game music F Indicator,Anxiety,Depression,Insomnia,OCD,Music effects,Music Effects Number,Permissions,spec_cluster_habits,spec_cluster_mental,spec_cluster_all,prim_habits_cluster,prim_mental_cluster,prim_all_cluster,gmm_cluster_habits,gmm_cluster_mental,gmm_cluster_all,fcm_habits,fcm_mental,fcm_all,kmeans_habits,kmeans_mental,kmeans_all,spec_kmodes_habits,spec_kmodes_genre,spec_kmodes_all,SVD_habits,SVD_mental,SVD_all,PCA_habits,PCA_mental,PCA_all,ICA_habits,ICA_mental,ICA_all,MDS_habits,MDS_mental,MDS_all,t-SNE1,t-SNE2
603,30,8/28/2022 8:36:27,17.0,Apple Music,1,1.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,No,0.0,183.0,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Never,0,Sometimes,2,Never,0,Never,0,Never,0,Sometimes,2,Sometimes,2,Never,0,Never,0,Sometimes,2,Never,0,8.0,2.0,1.0,5.0,Improve,1.0,I understand.,3,3,0,0,0,0,0,2,2,2,3,3,0,1,2,3,0,0,"(-0.030051789674461576, 2.013062771999403)","(-0.14275222371764545, 1.402903108928053)","(-0.06211382485664743, -0.5169447811334981)","(-0.030051789674461666, 2.013062771999405)","(-0.14275222371764495, 1.4029031089280541)","(-0.06211382485664743, -0.5169447811334981)","(-0.18409193682629652, 1.9988995237991078)","(-1.0216720621677926, 1.1475890905304056)","(0.2509452419168805, -0.4440237866809252)","(0.8500841282576242, -2.0433406583575047)","(0.8680454866374495, 1.3785651868112567)","(-1.14351901092268, -2.407339453928974)",-3.214424,-9.971635
604,143,8/28/2022 18:13:47,27.0,Spotify,2,10.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,185.0,Sometimes,2,Never,0,Sometimes,2,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Never,0,Rarely,1,Very frequently,3,Very frequently,3,Rarely,1,Sometimes,2,Very frequently,3,Rarely,1,5.0,6.0,6.0,3.0,Improve,1.0,I understand.,3,1,0,3,1,3,0,0,0,2,0,2,0,0,3,3,3,1,"(1.7316870441583645, 1.841615517003974)","(0.4417079735463752, -0.30208235051370685)","(0.8730311210425177, 2.084866882253065)","(1.731687044158358, 1.8416155170039634)","(0.4417079735463751, -0.30208235051370785)","(0.8730311210425177, 2.084866882253065)","(1.366485113328055, 1.949758249541547)","(0.44918852671148024, -0.06860360404633102)","(-1.4036957759397235, 1.6111568514464851)","(-0.9948803016512872, -2.985540242700708)","(-0.6138605982435767, 0.04356117169522336)","(-2.703172786478204, -1.8520474734659997)",22.123974,-18.798273
605,487,09/01/2022 19:09,48.0,Spotify,2,1.5,Yes,1.0,Yes,1.0,No,0.0,Metal,13,No,0,No,0.0,185.0,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Sometimes,2,Never,0,Rarely,1,Never,0,Rarely,1,Rarely,1,10.0,8.0,0.0,4.0,Improve,1.0,I understand.,1,1,0,1,0,0,2,0,1,2,3,0,1,1,3,1,0,0,"(-0.6378056257982881, 1.3581345955091413)","(1.0531458004396883, 0.4417849991445862)","(0.6039006759382826, 1.3148791324154026)","(-0.6378056257982867, 1.3581345955091175)","(1.0531458004396888, 0.44178499914458874)","(0.6039006759382826, 1.3148791324154026)","(-0.6630003478451085, 1.3060691461173601)","(0.29067131786499906, 0.8383393677840757)","(-0.9188095284973119, 1.0007423610578328)","(1.7324930426674947, -2.3957045146993097)","(-0.4727227105875716, 1.8133586679616205)","(-2.5222055768472584, -2.749285328403784)",1.3185526,15.301871
606,703,10/03/2022 10:53,37.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,Folk,14,Yes,1,No,0.0,186.0,Sometimes,2,Sometimes,2,Never,0,Sometimes,2,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Never,0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,6.0,4.0,5.0,0.0,Improve,1.0,I understand.,3,1,0,1,3,0,2,3,1,2,3,3,0,1,3,1,3,0,"(-0.27225355360358233, 1.6440151390319884)","(-0.30114929115988204, -0.819558862050629)","(-0.5102497787749906, 1.7591320428212285)","(-0.27225355360358205, 1.6440151390319735)","(-0.3011492911598818, -0.819558862050629)","(-0.5102497787749906, 1.7591320428212285)","(-0.36647293693895977, 1.6153962663062453)","(0.38239073318869937, -0.8374322636046078)","(-0.3999915434495943, 1.7191941644198858)","(1.1686548931093985, -2.1277663282376342)","(-0.016531013603041905, -0.7133806032380229)","(-0.8774984534134412, -2.466556558421589)",1.5241671,-21.440329
607,96,8/28/2022 14:59:05,22.0,Spotify,2,10.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,189.0,Rarely,1,Very frequently,3,Never,0,Very frequently,3,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Very frequently,3,Rarely,1,Never,0,Rarely,1,Sometimes,2,Sometimes,2,9.0,6.0,0.0,6.0,Improve,1.0,I understand.,3,3,2,3,1,3,0,2,0,2,2,2,0,1,0,3,3,3,"(1.847166920869386, 2.0829839604068123)","(0.7769613893594203, 1.294271059566066)","(1.311543052122745, 0.7081648807851644)","(1.847166920869379, 2.0829839604068052)","(0.7769613893594204, 1.2942710595660678)","(1.311543052122745, 0.7081648807851644)","(1.4483132835524573, 2.197626038537037)","(-0.4358059118150185, 1.4533993385620239)","(-1.1153143689443712, 0.2544032240070702)","(-0.9577949666368926, -3.084322201623441)","(0.0420635320756234, 1.9388056299432923)","(-3.5063855439405542, -1.6612520705722027)",22.110498,-21.487675
608,160,8/28/2022 18:58:09,18.0,Spotify,2,1.0,Yes,1.0,Yes,1.0,No,0.0,Metal,13,Yes,1,Yes,1.0,190.0,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Rarely,1,Never,0,Sometimes,2,Very frequently,3,Sometimes,2,6.0,9.0,9.0,0.0,Improve,1.0,I understand.,3,1,0,0,3,0,0,3,3,2,0,2,0,0,3,1,0,0,"(-0.053886047177892145, 2.209764586083336)","(1.2065726371671088, -1.9059934175454425)","(1.1852660187382356, 1.2647000911711863)","(-0.05388604717789245, 2.209764586083336)","(1.2065726371671084, -1.9059934175454434)","(1.1852660187382356, 1.2647000911711863)","(-0.22031357370099933, 2.1927788287628296)","(1.9527874192291346, -1.1192913628389438)","(-1.263971898672054, 0.7881614544316126)","(0.9231270786948199, -2.2450293292919468)","(-2.2039813485764173, -1.169632624852366)","(-2.977757956544072, -1.7491684381207204)",12.350833,-17.84702
609,420,8/30/2022 11:12:36,38.0,Spotify,2,1.0,No,0.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,191.0,Rarely,1,Never,0,Never,0,Sometimes,2,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Sometimes,2,Rarely,1,1.0,1.0,5.0,1.0,Improve,1.0,I understand.,0,0,3,2,2,2,3,2,1,0,1,1,3,3,1,3,0,0,"(-2.208790052095601, 2.044228258269709)","(-1.7087728437269682, -0.19306581893208202)","(-1.930140741340135, 1.89427762183654)","(-2.2087900520956056, 2.0442282582696927)","(-1.7087728437269682, -0.19306581893208388)","(-1.930140741340135, 1.89427762183654)","(-2.0875030083840977, 1.8798961200220436)","(-0.8233274910610525, -0.908660670052534)","(0.43785121600398685, 2.2496404368698237)","(3.2499105194520492, -1.0155164949162199)","(1.7478201170044325, -1.577295311574562)","(0.846531588152669, -3.55145846004403)",-28.16113,14.138887
610,579,09/05/2022 12:10,26.0,I do not use a streaming service.,6,1.0,No,0.0,No,0.0,No,0.0,Pop,10,No,0,No,0.0,192.0,Never,0,Rarely,1,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Very frequently,3,Never,0,Very frequently,3,Rarely,1,Rarely,1,Sometimes,2,Never,0,6.0,4.0,0.0,0.0,Improve,1.0,I understand.,0,0,0,2,0,0,3,3,3,0,3,1,3,1,2,2,1,3,"(-1.9308243445806184, 2.35341132708079)","(-1.0534593302738853, -0.2895757954550542)","(-1.0899099538147965, 0.4977907394001747)","(-1.9308243445806235, 2.353411327080783)","(-1.0534593302738846, -0.2895757954550525)","(-1.0899099538147965, 0.4977907394001747)","(-1.8692228839049585, 2.2063564264624693)","(-0.3930557957428404, -0.7072397061044936)","(0.4816261109577194, 0.7592994954266582)","(2.9535798323472986, -1.2479619304630836)","(0.9128857295528958, -0.6257052632127057)","(-0.2389888091802413, -2.837040683449109)",-0.46423405,-19.10804
611,100,8/28/2022 15:07:16,15.0,Spotify,2,8.0,Yes,1.0,No,0.0,No,0.0,Rock,2,No,0,No,0.0,193.0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Never,0,Very frequently,3,Rarely,1,8.0,7.0,5.0,0.0,Improve,1.0,I understand.,3,1,0,3,3,3,0,3,0,2,0,2,0,0,3,2,0,0,"(1.5659579456824966, 2.3712665127839108)","(0.6455669529338738, -1.1882591776129592)","(1.14651251280653, 1.2592736263773052)","(1.5659579456824906, 2.37126651278391)","(0.6455669529338738, -1.1882591776129583)","(1.14651251280653, 1.2592736263773052)","(1.1803480137575573, 2.464818505712354)","(1.1579538883710045, -0.7441262230426664)","(-1.237368601420284, 0.7944938258649938)","(-0.47373918353767, -2.9652857980386123)","(-1.1250149292959832, -0.6605403772606991)","(-2.8235168089266693, -1.7712204178754345)",20.181482,-19.2802
612,158,8/28/2022 18:56:54,28.0,I do not use a streaming service.,6,4.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,194.0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,6.0,8.0,1.0,6.0,Improve,1.0,I understand.,3,3,0,0,1,0,2,2,0,2,2,2,0,2,3,3,3,1,"(0.37856674830588094, 2.102985912952742)","(0.6849850971881116, 0.880142386706587)","(0.754774207094321, 0.7938170383692691)","(0.3785667483058787, 2.1029859129527324)","(0.6849850971881115, 0.8801423867065874)","(0.754774207094321, 0.7938170383692691)","(0.16537899068477865, 2.1164111995305674)","(-0.2090100370384036, 1.0563851970145708)","(-0.8001639838991338, 0.49158635611933876)","(0.5461315842655737, -2.415351280245804)","(-0.19071520513458207, 1.579717369047754)","(-2.241631445796612, -1.9822272441680802)",39.20685,5.5817194
613,165,8/28/2022 19:04:26,27.0,Spotify,2,10.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,194.0,Never,0,Rarely,1,Sometimes,2,Sometimes,2,Never,0,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Very frequently,3,Very frequently,3,Sometimes,2,Sometimes,2,Very frequently,3,Sometimes,2,8.0,8.0,3.0,0.0,Improve,1.0,I understand.,3,1,0,3,0,3,0,3,0,2,0,2,0,1,3,3,2,1,"(1.7308351801261803, 2.1242795586553207)","(0.5258177166954301, -1.1087555714183999)","(0.9632590318107255, 1.9494986076610155)","(1.7308351801261734, 2.124279558655309)","(0.5258177166954303, -1.1087555714183983)","(0.9632590318107255, 1.9494986076610155)","(1.343574340832106, 2.2306653988832625)","(1.0377831693774293, -0.7275902106894697)","(-1.4049759861046727, 1.4641574923867986)","(-0.8432093060568033, -3.2391060476657194)","(-1.0443022035939837, -0.8620324474769216)","(-3.0182794064888, -2.217232093045255)",20.650402,-19.783394
614,98,8/28/2022 15:03:51,31.0,Spotify,2,2.0,No,0.0,No,0.0,No,0.0,Rock,2,Yes,1,No,0.0,200.0,Rarely,1,Rarely,1,Never,0,Rarely,1,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Rarely,1,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Very frequently,3,Never,0,8.0,9.0,6.0,2.0,Improve,1.0,I understand.,0,1,0,2,3,0,3,0,3,0,0,2,3,0,3,2,0,1,"(-1.8259239174627537, 2.4886192141486205)","(1.4461396202411783, -0.9573439394009358)","(1.291003921126994, 1.6500827441059258)","(-1.8259239174627595, 2.4886192141486085)","(1.4461396202411783, -0.9573439394009354)","(1.291003921126994, 1.6500827441059258)","(-1.7882998836253436, 2.347973197579188)","(1.449367273516049, -0.19730427010089277)","(-1.488439524506666, 1.102033622759434)","(3.054059753186939, -1.4716386075293573)","(-1.7500282281185426, -0.1089075846045981)","(-2.8469285803766544, -1.4916425648304783)",11.660943,-16.905954
615,125,8/28/2022 17:14:32,29.0,Other streaming service,5,5.0,Yes,1.0,No,0.0,No,0.0,Jazz,4,Yes,1,Yes,1.0,200.0,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Never,0,Very frequently,3,Never,0,Rarely,1,Rarely,1,Rarely,1,Never,0,Sometimes,2,Never,0,Very frequently,3,Sometimes,2,7.0,2.0,3.0,1.0,Improve,1.0,I understand.,3,0,0,0,0,0,2,1,1,2,3,3,0,1,3,3,2,1,"(0.576343264900047, 2.2679715528998434)","(-0.6189463623485628, -0.027256575431477036)","(-0.4676324964922754, 1.4318512645017696)","(0.5763432649000437, 2.267971552899832)","(-0.6189463623485624, -0.027256575431476186)","(-0.4676324964922754, 1.4318512645017696)","(0.3250018623637973, 2.2940202933351315)","(-0.3268797777190787, -0.29233744019187297)","(-0.29266507472654174, 1.4144375056720024)","(0.418357891875002, -2.7091229981498843)","(0.7386767329810194, -0.007808096026399509)","(-1.0100817359819194, -2.7676521401776246)",0.14882536,-22.025406
616,230,8/28/2022 22:14:30,64.0,I do not use a streaming service.,6,4.0,Yes,1.0,No,0.0,No,0.0,Rock,2,No,0,No,0.0,200.0,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Never,0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Never,0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,4.0,4.0,2.0,1.0,Improve,1.0,I understand.,1,0,1,1,2,2,2,1,1,2,3,1,1,3,1,2,3,1,"(-0.45618223827125204, 1.4581007481708463)","(-1.0118466701654727, -0.22939202165272626)","(-1.4859114862917322, 3.3801870807903924)","(-0.45618223827125215, 1.4581007481708075)","(-1.0118466701654725, -0.22939202165272607)","(-1.4859114862917322, 3.3801870807903924)","(-0.5123721552485873, 1.4179374295510052)","(-0.41026251451507967, -0.6372745587392803)","(-0.4506083506618817, 3.449286455301977)","(0.9380761501605536, 4.072009933817825)","(0.845393336465953, -0.6235813439772561)","(0.06736458846115868, -4.469653516687609)",-31.648537,16.317808
617,297,8/29/2022 3:13:27,20.0,Apple Music,1,3.0,Yes,1.0,Yes,1.0,No,0.0,Metal,13,Yes,1,No,0.0,200.0,Sometimes,2,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Rarely,1,Very frequently,3,Rarely,1,Never,0,Rarely,1,Very frequently,3,Sometimes,2,7.0,4.0,7.0,0.0,Improve,1.0,I understand.,3,1,0,0,3,0,0,3,3,2,0,0,0,0,3,1,0,0,"(0.341856289128703, 2.4769216344994613)","(0.2013706774218608, -1.017167815804518)","(0.33045842990695545, 1.320585785202108)","(0.34185628912870075, 2.476921634499458)","(0.20137067742186104, -1.017167815804518)","(0.33045842990695545, 1.320585785202108)","(0.1040234524339153, 2.485573205407132)","(0.7953390834839067, -0.7895447503534093)","(-0.7491299503682012, 1.0847377935254507)","(0.6751965912920399, -2.559547972444665)","(-0.7773447767160135, -0.9711005138463764)","(-1.8341838127127936, -2.37641625689394)",11.664706,-19.758207
618,310,8/29/2022 4:17:46,30.0,Spotify,2,1.0,Yes,1.0,No,0.0,No,0.0,EDM,8,Yes,1,Yes,1.0,200.0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Sometimes,2,Never,0,Never,0,4.0,4.0,4.0,0.0,Improve,1.0,I understand.,3,0,0,0,2,0,2,3,3,2,3,1,0,3,3,3,0,0,"(-0.3328929218433224, 2.246059790401679)","(-0.8548032048549657, -0.7423307945001959)","(-0.9658583528238266, 1.4466031536100818)","(-0.3328929218433224, 2.2460597904016684)","(-0.8548032048549655, -0.7423307945001963)","(-0.9658583528238266, 1.4466031536100818)","(-0.4665957534529648, 2.209649482628945)","(0.021761949957208496, -1.0113228246070731)","(0.014715334547189261, 1.571372340188402)","(1.2466331672641884, -2.464131200059348)","(0.5362397250590011, -0.947805557586931)","(-0.5075769436776871, -2.9756836082120364)",0.9666707,-20.676699
619,371,8/29/2022 14:49:56,27.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,200.0,Rarely,1,Rarely,1,Sometimes,2,Never,0,Never,0,Sometimes,2,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Very frequently,3,Sometimes,2,Rarely,1,Very frequently,3,Very frequently,3,Very frequently,3,4.0,0.0,0.0,0.0,Improve,1.0,I understand.,3,0,3,0,2,0,2,3,3,2,1,1,0,3,2,3,3,1,"(0.17965441300213614, 2.3148856618741034)","(-2.181350353774799, 0.21161414055094652)","(-2.0543581383833205, 0.8960705575974321)","(0.17965441300213433, 2.314885661874094)","(-2.181350353774798, 0.21161414055094743)","(-2.0543581383833205, 0.8960705575974321)","(-0.024791577655505073, 2.3133449715149577)","(-1.3586268435041862, -0.765004736019586)","(0.925110741035193, 1.3934760305779403)","(0.7956751283027904, -2.515056017305219)","(2.2564026436749542, -0.48755128407944054)","(0.8500268315197276, -3.4704225359365517)",-29.673645,8.594817
620,418,8/30/2022 10:10:44,32.0,Spotify,2,12.0,Yes,1.0,Yes,1.0,Yes,1.0,Jazz,4,Yes,1,Yes,1.0,200.0,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Very frequently,3,Rarely,1,Never,0,Sometimes,2,Never,0,Rarely,1,Sometimes,2,Rarely,1,Never,0,Never,0,9.0,4.0,4.0,4.0,Improve,1.0,I understand.,3,0,0,3,0,3,0,0,0,2,2,2,0,1,0,0,1,2,"(2.057441032900773, 2.1963641558472813)","(0.7286987611661191, 0.533372754758468)","(1.219790069258094, 2.2420671323029198)","(2.057441032900764, 2.196364155847264)","(0.7286987611661192, 0.5333727547584688)","(1.219790069258094, 2.2420671323029198)","(1.6228874910538813, 2.3248000533584103)","(0.04822723197147655, 0.7763848281201361)","(-1.6862653663746092, 1.6515821752090691)","(-1.2205319448674115, -3.792207661576782)","(-0.36220504593632485, 0.9514774516731035)","(-3.6402447892937166, -2.1895228917304475)",22.088348,-20.52379
621,499,09/01/2022 22:38,15.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,K pop,6,Yes,1,Yes,1.0,204.0,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Very frequently,3,Sometimes,2,Very frequently,3,Never,0,Never,0,Never,0,Rarely,1,Sometimes,2,Very frequently,3,Sometimes,2,Very frequently,3,4.0,0.0,0.0,0.0,No effect,0.0,I understand.,3,0,3,0,2,0,0,3,2,2,1,1,0,3,2,3,1,3,"(0.45733616583972436, 2.7182900779023)","(-2.181350353774799, 0.21161414055094652)","(-1.8495229320264313, 0.27967653042260443)","(0.4573361658397217, 2.7182900779023)","(-2.181350353774798, 0.21161414055094743)","(-1.8495229320264313, 0.27967653042260443)","(0.1858516226583177, 2.7334409944026223)","(-1.3586268435041862, -0.765004736019586)","(1.0488816893562454, 0.7835612650474387)","(0.6598366628665219, -2.7889604234782266)","(2.2564026436603197, -0.48755128413679166)","(0.5996092002443381, -3.68874698806364)",-29.645424,8.397401
622,354,8/29/2022 10:23:22,17.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,Yes,1.0,208.0,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Very frequently,3,Very frequently,3,Never,0,Very frequently,3,Very frequently,3,Very frequently,3,7.0,6.0,3.0,1.0,Improve,1.0,I understand.,3,1,0,0,0,0,0,1,3,2,3,3,0,1,3,3,0,0,"(0.18909804388571405, 2.7979316070775733)","(0.10575275528006774, -0.5572150572061597)","(0.25209909964780786, 0.650147989767061)","(0.18909804388571202, 2.797931607077572)","(0.10575275528006789, -0.5572150572061588)","(0.25209909964780786, 0.650147989767061)","(-0.05443410437198298, 2.7941388551826836)","(0.43315179259708414, -0.43450148277926876)","(-0.42505563042590744, 0.5082388893856998)","(0.8980200974483662, -2.8408566753032423)","(-0.2865586393510499, -0.3455007301284729)","(-1.7155956526434415, -2.488983798050837)",2.3955686,-17.513754
623,565,09/04/2022 10:48,18.0,Spotify,2,3.0,No,0.0,Yes,1.0,Yes,1.0,Metal,13,Yes,1,No,0.0,210.0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Sometimes,2,Very frequently,3,Never,0,Rarely,1,Never,0,Very frequently,3,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,9.0,6.0,8.0,5.0,Improve,1.0,I understand.,0,3,0,2,1,0,3,2,0,0,2,2,3,2,3,1,0,2,"(-1.3041222548519804, 3.1033052623025923)","(1.8367769016067315, 0.1453526068039064)","(1.9636834558148455, 1.095383369754622)","(-1.3041222548519884, 3.103305262302589)","(1.8367769016067312, 0.14535260680390596)","(1.9636834558148455, 1.095383369754622)","(-1.3812295173212392, 2.9948863810977526)","(0.9267543873751175, 0.923120003694094)","(-1.6842681123037249, 0.4122631194728822)","(2.953537288981265, -2.0767047200300146)","(-1.772416482048589, 1.0451918853496702)","(-3.522220025761707, -0.9824454693470431)",14.569689,-17.01737
624,712,10/04/2022 8:12,19.0,Spotify,2,5.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,210.0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Rarely,1,Never,0,Rarely,1,Very frequently,3,Sometimes,2,8.0,6.0,7.0,0.0,Improve,1.0,I understand.,3,1,0,0,3,0,0,3,3,2,0,2,0,0,3,3,0,0,"(0.8071137152038266, 2.8135226711835974)","(0.7653161891723174, -1.2677627838075185)","(1.0264512637351761, 1.6375337109300048)","(0.8071137152038224, 2.813522671183593)","(0.7653161891723176, -1.2677627838075183)","(1.0264512637351761, 1.6375337109300048)","(0.4835669200357244, 2.8521796822909375)","(1.2781246073645798, -0.7606622353958631)","(-1.3168701426441392, 1.1671507476818281)","(0.3981685722944172, -3.0316085386009837)","(-1.4095897325438558, -0.6899039109276507)","(-2.74756076195327, -2.144176978781605)",12.007688,-19.731386
625,663,9/14/2022 0:58:57,32.0,Spotify,2,1.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,218.0,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Never,0,Very frequently,3,Rarely,1,Never,0,Very frequently,3,Rarely,1,Rarely,1,Sometimes,2,Very frequently,3,Rarely,1,6.0,8.0,7.0,0.0,Improve,1.0,I understand.,3,1,0,0,3,0,2,3,3,2,0,2,0,0,3,3,3,1,"(-0.38094004308670976, 2.765091881525698)","(0.7244738421143496, -1.5615105704635417)","(0.5336183536579377, 2.2085245776800346)","(-0.3809400430867105, 2.7650918815256844)","(0.7244738421143496, -1.5615105704635421)","(0.5336183536579377, 2.2085245776800346)","(-0.5492215927561255, 2.722255714486041)","(1.4526009150774781, -1.0316733291920492)","(-1.240857480382295, 1.8195885325275347)","(1.488732493736996, -3.0311513867460165)","(-1.4684251801122241, -0.988115296428781)","(-2.429612928656157, -2.9668826622003923)",11.194448,-17.821291
626,645,9/13/2022 1:55:43,16.0,Other streaming service,5,4.0,Yes,1.0,No,0.0,No,0.0,EDM,8,Yes,1,Yes,1.0,220.0,Sometimes,2,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Sometimes,2,4.0,7.0,1.0,3.0,Improve,1.0,I understand.,3,0,0,0,2,0,0,2,2,2,3,3,0,1,3,3,0,0,"(0.6541661668425747, 3.197346875239786)","(-0.3310232390966119, 0.08102682275385636)","(0.0028095869874387607, 0.7939326226599718)","(0.6541661668425705, 3.1973468752397833)","(-0.3310232390966119, 0.08102682275385657)","(0.0028095869874387607, 0.7939326226599718)","(0.3200180804529486, 3.2231691430313147)","(-0.2390198483636102, -0.07391659344430987)","(-0.32716158216794583, 0.7086529969127988)","(0.6728615951737702, -3.308096084507327)","(0.28846889751583527, -0.334844436691394)","(-1.7140715210651318, -3.215334554270713)",3.0130098,-18.202269
627,249,8/28/2022 23:34:19,20.0,Spotify,2,2.0,No,0.0,Yes,1.0,Yes,1.0,Metal,13,No,0,Yes,1.0,220.0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Rarely,1,Sometimes,2,Rarely,1,0.0,0.0,0.0,1.0,No effect,0.0,I understand.,0,2,3,2,2,0,3,1,2,0,1,1,3,3,2,0,0,2,"(-1.5729282861607803, 3.3713894859120965)","(-2.843853615184271, 0.4550225952228226)","(-2.6053988433497333, 0.835134550754232)","(-1.5729282861607876, 3.371389485912091)","(-2.84385361518427, 0.4550225952228219)","(-2.6053988433497333, 0.835134550754232)","(-1.6367890926821724, 3.242855674772291)","(-1.8915516512942243, -0.8428916381568151)","(1.2967369501879982, 1.4980142397288518)","(3.2003267369749597, -2.2132911910189383)","(2.918484357455518, -0.9166437024834224)","(1.220493959775562, -4.3910666498112665)",-30.216267,7.7438946
628,611,09/10/2022 9:06,56.0,I do not use a streaming service.,6,2.0,Yes,1.0,No,0.0,No,0.0,Rock,2,No,0,Yes,1.0,220.0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Rarely,1,Very frequently,3,Never,0,3.0,3.0,1.0,8.0,No effect,0.0,I understand.,1,0,0,1,0,2,2,2,1,2,1,3,1,2,1,2,0,0,"(-0.7157339418147369, 2.2720451484618978)","(-0.5379155579859124, 2.101328762690397)","(-0.9658123382006607, 2.441676559938908)","(-0.7157339418147372, 2.272045148461864)","(-0.5379155579859123, 2.1013287626903963)","(-0.9658123382006607, 2.441676559938908)","(-0.8026655401028758, 2.209124417858095)","(-1.7110504219007263, 1.5781391272305776)","(-0.3931454850794829, 2.4605634924306363)","(2.3662754762728877, -3.5313140209635008)","(1.595919870392545, 1.920278804824327)","(-0.6153087045415753, -4.931941222078724)",-32.0459,15.513536
