,ID,Timestamp,Age,Primary streaming service,Primary streaming service Indicator,Hours per day,While working,While working Indicator,Instrumentalist,Instrumentalist Indicator,Composer,Composer Indicator,Fav genre,Fav genre Indicator,Exploratory,Exploratory Indicator,Foreign languages,Foreign languages Indicator,BPM,Frequency [Classical],Classical F Indicator,Frequency [Country],Country F Indicator,Frequency [EDM],EDM F Indicator,Frequency [Folk],Folk F Indicator,Frequency [Gospel],Gospel F Indicator,Frequency [Hip hop],Hip hop F Indicator,Frequency [Jazz],Jazz F Indicator,Frequency [K pop],K pop F Indicator,Frequency [Latin],Latin F Indicator,Frequency [Lofi],Lofi F Indicator,Frequency [Metal],Metal F Indicator,Frequency [Pop],Pop F Indicator,Frequency [R&B],R&B F Indicator,Frequency [Rap],Rap F Indicator,Frequency [Rock],Rock F Indicator,Frequency [Video game music],Video game music F Indicator,Anxiety,Depression,Insomnia,OCD,Music effects,Music Effects Number,Permissions,spec_cluster_habits,spec_cluster_mental,spec_cluster_all,prim_habits_cluster,prim_mental_cluster,prim_all_cluster,gmm_cluster_habits,gmm_cluster_mental,gmm_cluster_all,fcm_habits,fcm_mental,fcm_all,kmeans_habits,kmeans_mental,kmeans_all,spec_kmodes_habits,spec_kmodes_genre,spec_kmodes_all,SVD_habits,SVD_mental,SVD_all,PCA_habits,PCA_mental,PCA_all,ICA_habits,ICA_mental,ICA_all,MDS_habits,MDS_mental,MDS_all
523,113,8/28/2022 16:15:58,19.0,YouTube Music,3,4.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,No,0.0,156.0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Never,0,Sometimes,2,Rarely,1,Rarely,1,Never,0,Never,0,Rarely,1,Very frequently,3,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,7.0,10.0,5.0,0.0,Improve,1.0,I understand.,3,6,5,4,3,0,0,1,1,6,3,2,7,0,3,6,9,4,"(np.float64(0.5907087768584633), np.float64(1.1178474796733133))","(np.float64(0.9874953382192049), np.float64(-1.6001123118283118))","(np.float64(1.1092290610287194), np.float64(0.6085242175818368))","(np.float64(0.5907087768584643), np.float64(1.1178474796733109))","(np.float64(0.9874953382192041), np.float64(-1.600112311828315))","(np.float64(1.1092290610287194), np.float64(0.6085242175818368))","(np.float64(0.4277326878461361), np.float64(1.1517950919173883))","(np.float64(1.6252078273855335), np.float64(-0.950713791234462))","(np.float64(-0.9472038123383023), np.float64(0.22373703051608076))","(np.float64(-0.04624166481484419), np.float64(-1.302027142150684))","(np.float64(-1.7302421116901845), np.float64(-1.0582267943106898))","(np.float64(-2.035572111588711), np.float64(-0.9070454750742311))"
524,163,8/28/2022 18:59:53,49.0,Other streaming service,5,1.0,Yes,1.0,No,0.0,No,0.0,EDM,8,Yes,1,No,0.0,156.0,Sometimes,2,Never,0,Very frequently,3,Sometimes,2,Never,0,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,8.0,8.0,2.0,0.0,Improve,1.0,I understand.,1,6,5,8,7,0,1,1,1,3,0,3,2,3,3,6,1,7,"(np.float64(-0.7689904884422112), np.float64(0.42433477218657073))","(np.float64(0.3753557088726294), np.float64(-1.0027589580992835))","(np.float64(-0.15486291565372717), np.float64(1.4954842820461685))","(np.float64(-0.7689904884422161), np.float64(0.4243347721865894))","(np.float64(0.3753557088726292), np.float64(-1.0027589580992913))","(np.float64(-0.15486291565372717), np.float64(1.4954842820461685))","(np.float64(-0.7042283283186583), np.float64(0.3688490065525934))","(np.float64(0.8826938635911219), np.float64(-0.7015516991894523))","(np.float64(-0.5155038312211729), np.float64(1.3810574150289112))","(np.float64(1.7316910678524908), np.float64(-1.6091891583014113))","(np.float64(-0.9069657345155114), np.float64(-1.0256260493814815))","(np.float64(-1.3583174777476248), np.float64(-2.5756220555390947))"
525,299,8/29/2022 3:17:19,16.0,Spotify,2,0.5,No,0.0,No,0.0,No,0.0,Rock,2,No,0,Yes,1.0,156.0,Sometimes,2,Never,0,Rarely,1,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Never,0,Never,0,Very frequently,3,Sometimes,2,8.0,0.0,0.0,0.0,Improve,1.0,I understand.,0,7,2,0,1,7,5,1,1,1,1,1,3,1,6,2,6,1,"(np.float64(-1.8064579838260255), np.float64(1.4543896505676686))","(np.float64(-1.3749665420302317), np.float64(0.26915123208831115))","(np.float64(-1.3125556221322539), np.float64(-0.8792206442478854))","(np.float64(-1.8064579838260189), np.float64(1.4543896505676623))","(np.float64(-1.3749665420302315), np.float64(0.2691512320883055))","(np.float64(-1.3125556221322539), np.float64(-0.8792206442478854))","(np.float64(-1.690207755947487), np.float64(1.3212973160656587))","(np.float64(-0.9475478886138187), np.float64(-0.3651465910146118))","(np.float64(1.186058744604002), np.float64(-0.40696767334745565))","(np.float64(2.535984495153291), np.float64(-0.5425663311392362))","(np.float64(2.0964340628105895), np.float64(0.6436467947863358))","(np.float64(0.7389550784251568), np.float64(-2.605713762122966))"
526,413,8/30/2022 5:16:13,26.0,Spotify,2,6.0,Yes,1.0,No,0.0,No,0.0,EDM,8,No,0,Yes,1.0,156.0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Rarely,1,Never,0,Rarely,1,10.0,10.0,8.0,2.0,No effect,0.0,I understand.,3,2,5,3,3,0,2,6,4,6,3,2,7,0,5,9,0,8,"(np.float64(0.8715391458088282), np.float64(0.9551933902523653))","(np.float64(2.3314303211662204), np.float64(-1.2730582407141544))","(np.float64(2.4069145572209214), np.float64(1.3070432563894987))","(np.float64(0.8715391458088282), np.float64(0.9551933902523687))","(np.float64(2.3314303211662195), np.float64(-1.273058240714157))","(np.float64(2.4069145572209214), np.float64(1.3070432563894987))","(np.float64(0.6855153920872803), np.float64(1.0094502466717237))","(np.float64(2.155093255112889), np.float64(-0.08499323124530511))","(np.float64(-2.0498472402779107), np.float64(0.4735189661185583))","(np.float64(-0.4732320046229735), np.float64(-1.5385773141267374))","(np.float64(-2.75044399311073), np.float64(-0.000550964411828127))","(np.float64(-3.1194188432033663), np.float64(0.05298706342570346))"
527,486,09/01/2022 19:08,55.0,YouTube Music,3,15.0,Yes,1.0,No,0.0,No,0.0,Rock,2,No,0,No,0.0,156.0,Rarely,1,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Sometimes,2,Never,0,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Never,0,Very frequently,3,Never,0,2.0,0.0,3.0,0.0,No effect,0.0,I understand.,1,1,4,7,8,3,1,1,5,5,4,1,6,5,4,8,4,1,"(np.float64(2.193205047559243), np.float64(0.2811199780814431))","(np.float64(-2.1331562361786793), np.float64(-0.1351442451750818))","(np.float64(-1.796567892330294), np.float64(3.6017615237610947))","(np.float64(2.1932050475592395), np.float64(0.2811199780814703))","(np.float64(-2.1331562361786798), np.float64(-0.1351442451750754))","(np.float64(-1.796567892330294), np.float64(3.6017615237610947))","(np.float64(1.8915429290615082), np.float64(0.43040852659915185))","(np.float64(-1.0988984035904494), np.float64(-1.0430493430221384))","(np.float64(-0.34599153594389187), np.float64(3.736920179579012))","(np.float64(-3.7311423137103708), np.float64(-3.0519710623507215))","(np.float64(2.1123434548283004), np.float64(-1.1263515134557331))","(np.float64(1.0670604546539422), np.float64(-5.342212264348849))"
528,49,8/28/2022 12:30:08,18.0,Spotify,2,5.0,Yes,1.0,No,0.0,Yes,1.0,Metal,13,Yes,1,Yes,1.0,157.0,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Very frequently,3,Rarely,1,Never,0,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,Rarely,1,Very frequently,3,Very frequently,3,Never,0,7.0,9.0,5.0,0.0,Improve,1.0,I understand.,3,6,5,4,3,0,0,1,1,6,3,2,7,0,3,5,1,2,"(np.float64(0.835301944427306), np.float64(1.172093533103896))","(np.float64(0.8063205588120472), np.float64(-1.4676226913846413))","(np.float64(1.0153800650725808), np.float64(0.6514893073105754))","(np.float64(0.8353019444273074), np.float64(1.1720935331038933))","(np.float64(0.8063205588120467), np.float64(-1.4676226913846437))","(np.float64(1.0153800650725808), np.float64(0.6514893073105754))","(np.float64(0.6368880607786115), np.float64(1.2225527251362236))","(np.float64(1.4351999348064925), np.float64(-0.9151727805876126))","(np.float64(-0.9057740896572741), np.float64(0.2892090559792136))","(np.float64(-0.2651793890021632), np.float64(-1.4669420102415733))","(np.float64(-1.4521809422760237), np.float64(-0.9055007987031737))","(np.float64(-1.9018576910229401), np.float64(-0.9063161667130746))"
529,90,8/28/2022 14:41:04,32.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,Hip hop,9,No,0,No,0.0,157.0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Very frequently,3,Very frequently,3,Rarely,1,Never,0,2.0,0.0,7.0,0.0,No effect,0.0,I understand.,3,2,7,8,6,2,2,1,1,6,4,1,2,4,1,8,7,5,"(np.float64(0.06786594709724564), np.float64(0.8486397046487587))","(np.float64(-1.5313082048874764), np.float64(-0.5591306984515432))","(np.float64(-1.5915498251427105), np.float64(1.4947876914608345))","(np.float64(0.06786594709724414), np.float64(0.8486397046487657))","(np.float64(-1.5313082048874773), np.float64(-0.559130698451531))","(np.float64(-1.5915498251427105), np.float64(1.4947876914608345))","(np.float64(-0.007339733730795447), np.float64(0.8482128687053664))","(np.float64(-0.4785411804452196), np.float64(-1.1472033890222288))","(np.float64(0.3885800637496396), np.float64(1.7949603042096889))","(np.float64(0.5408551271150304), np.float64(-1.1692560956207285))","(np.float64(1.5617934937903044), np.float64(-2.114816704250253))","(np.float64(0.9128331122304114), np.float64(-2.834260567172589))"
530,225,8/28/2022 22:09:11,31.0,YouTube Music,3,9.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,Yes,1.0,158.0,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Never,0,Never,0,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,Very frequently,3,Never,0,Rarely,1,Sometimes,2,Sometimes,2,9.0,0.0,2.0,0.0,Improve,1.0,I understand.,3,7,2,3,1,7,2,1,1,5,1,4,6,1,3,0,8,4,"(np.float64(1.4200397273584133), np.float64(0.901340466090376))","(np.float64(-0.872446573448489), np.float64(0.07154227833442174))","(np.float64(-0.5541008890072022), np.float64(1.1312812281151907))","(np.float64(1.420039727358413), np.float64(0.901340466090384))","(np.float64(-0.8724465734484892), np.float64(0.07154227833441772))","(np.float64(-0.5541008890072022), np.float64(1.1312812281151907))","(np.float64(1.1683099750280928), np.float64(0.9936789735404745))","(np.float64(-0.5345995383186116), np.float64(-0.31725907776341394))","(np.float64(-0.11508015062833728), np.float64(1.1707946677650556))","(np.float64(-1.2163719589822695), np.float64(-2.111351915973929))","(np.float64(1.048065251631214), np.float64(-1.6478914552874555))","(np.float64(-0.8406958743717319), np.float64(-3.142101295165226))"
531,313,8/29/2022 4:41:30,32.0,Spotify,2,2.0,No,0.0,No,0.0,No,0.0,Rock,2,Yes,1,No,0.0,158.0,Never,0,Rarely,1,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Never,0,4.0,7.0,0.0,0.0,Improve,1.0,I understand.,0,3,6,0,5,5,3,1,1,1,0,4,3,3,3,3,7,5,"(np.float64(-1.8451202485687404), np.float64(1.1463723570196576))","(np.float64(-0.9131268979246955), np.float64(-0.7158132025547471))","(np.float64(-1.0394077233748091), np.float64(0.6078798912940847))","(np.float64(-1.8451202485687364), np.float64(1.1463723570196636))","(np.float64(-0.9131268979246958), np.float64(-0.7158132025547519))","(np.float64(-1.0394077233748091), np.float64(0.6078798912940847))","(np.float64(-1.6997850924665456), np.float64(1.0124691339046832))","(np.float64(-0.028571595450902286), np.float64(-1.01379181054753))","(np.float64(0.40473575424106367), np.float64(0.8431045759844658))","(np.float64(2.526307139659371), np.float64(-0.2747537977765907))","(np.float64(0.4477500681794893), np.float64(-1.5683612779241416))","(np.float64(0.09348594066055373), np.float64(-2.1169401250981945))"
532,352,8/29/2022 9:52:20,19.0,Spotify,2,5.0,Yes,1.0,No,0.0,No,0.0,K pop,6,Yes,1,Yes,1.0,158.0,Rarely,1,Sometimes,2,Sometimes,2,Never,0,Never,0,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,Never,0,Never,0,Very frequently,3,Very frequently,3,Rarely,1,Rarely,1,Rarely,1,4.0,2.0,2.0,1.0,Improve,1.0,I understand.,3,1,5,4,8,5,0,3,6,6,1,1,7,5,2,5,0,4,"(np.float64(0.8120355962786651), np.float64(1.180352652753597))","(np.float64(-1.3741962289797875), np.float64(0.03558721923461463))","(np.float64(-1.081485734248139), np.float64(0.2554725063183119))","(np.float64(0.8120355962786663), np.float64(1.180352652753595))","(np.float64(-1.3741962289797875), np.float64(0.03558721923461608))","(np.float64(-1.081485734248139), np.float64(0.2554725063183119))","(np.float64(0.6159402722345413), np.float64(1.2291605972054687))","(np.float64(-0.7902782996731628), np.float64(-0.5661925374455806))","(np.float64(0.5756409398866227), np.float64(0.5403316295231196))","(np.float64(-0.2414052080358318), np.float64(-1.478017565609095))","(np.float64(1.3316592759267318), np.float64(-0.4754468795276362))","(np.float64(0.5270851423140958), np.float64(-1.7404954022659034))"
533,408,8/29/2022 23:20:48,26.0,Spotify,2,14.0,Yes,1.0,No,0.0,No,0.0,Hip hop,9,Yes,1,Yes,1.0,158.0,Sometimes,2,Sometimes,2,Rarely,1,Very frequently,3,Never,0,Very frequently,3,Very frequently,3,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,Sometimes,2,Very frequently,3,Very frequently,3,Very frequently,3,Rarely,1,5.0,10.0,8.0,0.0,No effect,0.0,I understand.,3,2,3,3,3,1,2,1,3,5,3,2,6,0,0,1,1,9,"(np.float64(2.6434788229982846), np.float64(1.0155351545480975))","(np.float64(1.0356894558153238), np.float64(-1.9468706975543402))","(np.float64(1.654595560671327), np.float64(2.6115698126141313))","(np.float64(2.6434788229982864), np.float64(1.0155351545481033))","(np.float64(1.035689455815323), np.float64(-1.9468706975543366))","(np.float64(1.654595560671327), np.float64(2.6115698126141313))","(np.float64(2.2268150466326633), np.float64(1.1914076122225863))","(np.float64(1.8849362672992718), np.float64(-1.228758398237016))","(np.float64(-2.1112361017123416), np.float64(1.8563184562145858))","(np.float64(-2.561367237326853), np.float64(-2.834100741586086))","(np.float64(-2.068871845361223), np.float64(-1.4422681372054449))","(np.float64(-4.326605386910262), np.float64(-1.5394209114657949))"
534,502,09/02/2022 0:20,24.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,No,0.0,159.0,Never,0,Rarely,1,Very frequently,3,Sometimes,2,Very frequently,3,Never,0,Never,0,Never,0,Never,0,Rarely,1,Very frequently,3,Rarely,1,Never,0,Never,0,Sometimes,2,Rarely,1,7.0,6.0,2.0,7.0,Improve,1.0,I understand.,3,0,0,4,0,5,0,2,2,6,2,2,7,7,7,5,4,8,"(np.float64(0.03153409415659189), np.float64(1.0969469632393278))","(np.float64(0.8185740494678323), np.float64(1.3544548333683957))","(np.float64(0.7785102271176506), np.float64(-0.23407284499395828))","(np.float64(0.03153409415659174), np.float64(1.0969469632393287))","(np.float64(0.8185740494678335), np.float64(1.3544548333683917))","(np.float64(0.7785102271176506), np.float64(-0.23407284499395828))","(np.float64(-0.05851270642790299), np.float64(1.0925272526522791))","(np.float64(-0.4530126305872532), np.float64(1.5233644859272375))","(np.float64(-0.3938142217403345), np.float64(-0.4337916242367095))","(np.float64(0.47643015849934583), np.float64(-1.161351728438754))","(np.float64(-0.18040036904451126), np.float64(1.6818904916777753))","(np.float64(-1.0064461575494128), np.float64(1.036536580358823))"
535,61,8/28/2022 13:22:36,19.0,YouTube Music,3,1.0,No,0.0,Yes,1.0,No,0.0,K pop,6,Yes,1,Yes,1.0,160.0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Very frequently,3,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,10.0,1.0,0.0,0.0,Improve,1.0,I understand.,0,7,2,0,1,7,5,1,1,1,1,4,3,1,6,7,5,8,"(np.float64(-1.7655936185618477), np.float64(1.5104195960569138))","(np.float64(-0.7905998567507911), np.float64(0.16543015741332315))","(np.float64(-0.7646979775165216), np.float64(-0.6708248531610417))","(np.float64(-1.7655936185618413), np.float64(1.51041959605691))","(np.float64(-0.7905998567507911), np.float64(0.16543015741331424))","(np.float64(-0.7646979775165216), np.float64(-0.6708248531610417))","(np.float64(-1.6589473293854953), np.float64(1.3798036849174344))","(np.float64(-0.5520005185895936), np.float64(-0.20075852915897505))","(np.float64(0.7559984052076187), np.float64(-0.37881640255539667))","(np.float64(2.4833344224701523), np.float64(-0.5838892599695625))","(np.float64(0.7578771113003131), np.float64(-2.1934390763823988))","(np.float64(2.3407726953073325), np.float64(0.4677533222278112))"
536,71,8/28/2022 13:59:16,19.0,YouTube Music,3,3.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,No,0.0,160.0,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Very frequently,3,Very frequently,3,Very frequently,3,Rarely,1,8.0,7.0,4.0,0.0,Improve,1.0,I understand.,3,6,5,4,3,0,0,1,1,6,0,5,7,3,3,6,8,7,"(np.float64(0.3688140480834718), np.float64(1.2437850010272602))","(np.float64(0.4951049451110732), np.float64(-1.0822625642938437))","(np.float64(0.5827010210515104), np.float64(0.30576142552712854))","(np.float64(0.3688140480834728), np.float64(1.243785001027258))","(np.float64(0.4951049451110729), np.float64(-1.082262564293848))","(np.float64(0.5827010210515104), np.float64(0.30576142552712854))","(np.float64(0.22425125512709862), np.float64(1.261701019523785))","(np.float64(1.002864582584696), np.float64(-0.718087711542648))","(np.float64(-0.49188519674260495), np.float64(0.10510455714888739))","(np.float64(0.20842372538452414), np.float64(-1.3261665313650681))","(np.float64(-0.9307912767057142), np.float64(-0.6678560678053085))","(np.float64(-1.3324490331664225), np.float64(-0.9805039107082797))"
537,91,8/28/2022 14:45:44,30.0,Spotify,2,5.0,Yes,1.0,Yes,1.0,No,0.0,Metal,13,Yes,1,No,0.0,160.0,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Sometimes,2,Never,0,Never,0,Very frequently,3,Never,0,7.0,6.0,6.0,2.0,No effect,0.0,I understand.,3,2,5,8,3,1,2,6,4,6,3,2,7,0,3,0,4,2,"(np.float64(0.5569576306757994), np.float64(0.9885389272489628))","(np.float64(0.7010193290835639), np.float64(-0.5742593509542652))","(np.float64(0.7238126682175666), np.float64(1.2860887307967064))","(np.float64(0.5569576306757985), np.float64(0.9885389272489691))","(np.float64(0.7010193290835637), np.float64(-0.5742593509542643))","(np.float64(0.7238126682175666), np.float64(1.2860887307967064))","(np.float64(0.40842537074571655), np.float64(1.0209400406254496))","(np.float64(0.7765738570563347), np.float64(-0.19064577441159158))","(np.float64(-0.9824446057614675), np.float64(0.9404170124834839))","(np.float64(-0.10798356938046205), np.float64(-1.5704327410016565))","(np.float64(-0.8961843424647155), np.float64(-0.07948379194059556))","(np.float64(-1.486935099927068), np.float64(-0.664085427450264))"
538,135,8/28/2022 17:43:22,21.0,Spotify,2,3.0,Yes,1.0,Yes,1.0,No,0.0,Rock,2,Yes,1,No,0.0,160.0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Sometimes,2,Never,0,Never,0,Never,0,Sometimes,2,Very frequently,3,Rarely,1,Never,0,Rarely,1,Very frequently,3,Sometimes,2,8.0,9.0,2.0,0.0,Improve,1.0,I understand.,3,6,5,4,7,0,0,1,1,6,0,5,7,3,3,4,4,0,"(np.float64(0.3224706549044532), np.float64(1.1974890088485854))","(np.float64(0.5565304882797869), np.float64(-1.135248578542954))","(np.float64(0.6139422262241523), np.float64(0.22184188676017266))","(np.float64(0.3224706549044538), np.float64(1.1974890088485846))","(np.float64(0.5565304882797866), np.float64(-1.1352485785429625))","(np.float64(0.6139422262241523), np.float64(0.22184188676017266))","(np.float64(0.1874469608158355), np.float64(1.2124929526974497))","(np.float64(1.0727017561701626), np.float64(-0.7370927098363017))","(np.float64(-0.47714406449875313), np.float64(0.021099497588194162))","(np.float64(0.23263183394728099), np.float64(-1.2942994375267654))","(np.float64(-1.2353373799080993), np.float64(-1.2573212735963986))","(np.float64(-1.5712700845432188), np.float64(-1.2960818226903612))"
539,149,8/28/2022 18:21:19,26.0,Spotify,2,3.0,Yes,1.0,Yes,1.0,No,0.0,Folk,14,Yes,1,No,0.0,160.0,Rarely,1,Rarely,1,Never,0,Very frequently,3,Rarely,1,Rarely,1,Sometimes,2,Never,0,Never,0,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,8.0,8.0,3.0,0.0,Improve,1.0,I understand.,3,6,5,4,7,0,2,1,1,6,0,5,7,3,3,0,0,2,"(np.float64(0.20661217195690662), np.float64(1.0817490284018985))","(np.float64(0.5258177166954302), np.float64(-1.108755571418399))","(np.float64(0.49863874594261154), np.float64(0.6025748130655026))","(np.float64(0.2066121719569063), np.float64(1.0817490284019013))","(np.float64(0.5258177166954298), np.float64(-1.1087555714184052))","(np.float64(0.49863874594261154), np.float64(0.6025748130655026))","(np.float64(0.09543622503767768), np.float64(1.089472785631611))","(np.float64(1.0377831693774295), np.float64(-0.7275902106894748))","(np.float64(-0.5606521441734371), np.float64(0.39459341506078244))","(np.float64(0.32790053506201305), np.float64(-1.2612321496092105))","(np.float64(-1.0443022035939877), np.float64(-0.8620324474769104))","(np.float64(-1.3748442032278811), np.float64(-1.1456843609278684))"
540,166,8/28/2022 19:07:16,19.0,Spotify,2,1.0,No,0.0,No,0.0,Yes,1.0,Metal,13,Yes,1,Yes,1.0,160.0,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Sometimes,2,Very frequently,3,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Never,0,6.0,4.0,0.0,3.0,No effect,0.0,I understand.,0,6,5,0,1,5,5,2,2,1,5,4,3,1,3,1,0,0,"(np.float64(-1.7655936185618477), np.float64(1.5104195960569138))","(np.float64(-0.6218176792686023), np.float64(0.6132608431726666))","(np.float64(-0.5916635705051542), np.float64(-0.589644209787487))","(np.float64(-1.7655936185618413), np.float64(1.51041959605691))","(np.float64(-0.6218176792686018), np.float64(0.6132608431726614))","(np.float64(-0.5916635705051542), np.float64(-0.589644209787487))","(np.float64(-1.6589473293854953), np.float64(1.3798036849174344))","(np.float64(-0.7585933544418552), np.float64(0.2586740224987475))","(np.float64(0.613873058441235), np.float64(-0.35619821000670654))","(np.float64(2.483334422470151), np.float64(-0.5838892599695624))","(np.float64(0.859792257295155), np.float64(0.4143300844585905))","(np.float64(0.06861858602338217), np.float64(-1.452270739103285))"
541,226,8/28/2022 22:10:24,17.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,Yes,1.0,160.0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Never,0,Never,0,Rarely,1,Very frequently,3,Rarely,1,Sometimes,2,Sometimes,2,Never,0,5.0,4.0,1.0,1.0,Improve,1.0,I understand.,3,7,5,4,1,5,0,4,6,6,1,4,7,1,3,0,9,9,"(np.float64(0.19364131872402549), np.float64(1.290390051603728))","(np.float64(-0.9607127250521316), np.float64(-0.10901113544926987))","(np.float64(-0.8320512588886118), np.float64(-0.2812009412249991))","(np.float64(0.19364131872402662), np.float64(1.290390051603724))","(np.float64(-0.9607127250521318), np.float64(-0.10901113544927246))","(np.float64(-0.8320512588886118), np.float64(-0.2812009412249991))","(np.float64(0.0677566822730792), np.float64(1.295967392026866))","(np.float64(-0.4625820815787965), np.float64(-0.5112715109880137))","(np.float64(0.6386815878460806), np.float64(-0.011212446526093446))","(np.float64(0.4018240318298801), np.float64(-1.3180703131276894))","(np.float64(0.8415012765050025), np.float64(-0.4524349228404666))","(np.float64(0.20557012104393688), np.float64(-1.5143804573759663))"
542,404,8/29/2022 21:24:24,21.0,Apple Music,1,1.0,No,0.0,No,0.0,No,0.0,Rap,11,No,0,No,0.0,160.0,Rarely,1,Rarely,1,Never,0,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Never,0,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Never,0,4.0,3.0,4.0,5.0,Improve,1.0,I understand.,0,5,5,0,2,5,5,0,2,1,5,4,3,7,1,3,7,1,"(np.float64(-1.8119370117408664), np.float64(1.464123603878239))","(np.float64(-0.3165752325866519), np.float64(0.8948865569896731))","(np.float64(-0.3354561358266822), np.float64(-0.03733772370229637))","(np.float64(-1.8119370117408602), np.float64(1.4641236038782368))","(np.float64(-0.3165752325866514), np.float64(0.8948865569896775))","(np.float64(-0.3354561358266822), np.float64(-0.03733772370229637))","(np.float64(-1.6957516236967587), np.float64(1.330595618091099))","(np.float64(-0.7774752071201937), np.float64(0.6340744003785158))","(np.float64(0.2263333777067202), np.float64(0.06342346738515538))","(np.float64(2.479998907721863), np.float64(-0.5319983762012176))","(np.float64(0.7610306955821442), np.float64(0.8629439287035215))","(np.float64(-0.18770485231990588), np.float64(-1.4288836386149926))"
543,612,09/10/2022 22:08,21.0,Spotify,2,12.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,160.0,Sometimes,2,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Very frequently,3,Sometimes,2,Rarely,1,Sometimes,2,Very frequently,3,Rarely,1,7.0,10.0,4.0,7.0,Worsen,-1.0,I understand.,3,0,3,3,0,1,2,0,0,5,2,2,6,6,0,1,1,2,"(np.float64(2.316115757750638), np.float64(1.1947074832684477))","(np.float64(1.8441971827420636), np.float64(0.612503124955483))","(np.float64(2.429931263180396), np.float64(1.0653622561054132))","(np.float64(2.3161157577506404), np.float64(1.1947074832684494))","(np.float64(1.8441971827420647), np.float64(0.6125031249554793))","(np.float64(2.429931263180396), np.float64(1.0653622561054132))","(np.float64(1.9271367653033786), np.float64(1.3469682016067412))","(np.float64(0.6171975513015246), np.float64(1.3291234203397946))","(np.float64(-1.9652734983323334), np.float64(0.2509101850861652))","(np.float64(-1.957925074518025), np.float64(-2.598383854479747))","(np.float64(-1.6352940020087554), np.float64(1.6812626206074635))","(np.float64(-4.106640235144385), np.float64(0.3482240485277364))"
